,Restaurant,Rating,reviewsCount,street,phone,categoryName,url,Latitude,Longitude,Restroom,Wifi Availabilty,Cost of 2 person,Payment Method
274,Kirti Restaurant,3.7,316,Matey Chowk,,Restaurant,"https://www.google.com/maps/place/Kirti+Restaurant/@21.1215884,79.0564619,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0788eb921f1:0x405e84eacbf516fd!8m2!3d21.1215884!4d79.0564619!16s%2Fg%2F1261815xl?hl=en",21.1215884,79.0564619,Yes,Yes,760,CASH
275,Babbu's Celebration,3.6,314,"59, Ring Rd",,Indian restaurant,"https://www.google.com/maps/place/Babbu's+Celebration/@21.1187374,79.0331403,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c00832115367:0xb27041fb771e246d!8m2!3d21.1187374!4d79.0331403!16s%2Fg%2F1q6j4t42h?hl=en",21.1187374,79.0331403,No,Yes,827,CASH
276,GPS Highway Restaurant,3.8,313,"Chichbhawan, Mancherial - Chandrapur - Nagpur Rd",,Restaurant,"https://www.google.com/maps/place/GPS+Highway+Restaurant/@21.0668622,79.0581,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfece213e8df:0xbafc5c14f7962ecd!8m2!3d21.0668622!4d79.0581!16s%2Fg%2F11m_zh16gb?hl=en",21.0668622,79.0581,No,Yes,645,CASH
277,Hotel New Delhi Darbar,3.9,312,"Plot. No. 25, Old, Mankapur Rd",+91 98346 39067,Restaurant,"https://www.google.com/maps/place/Hotel+New+Delhi+Darbar/@21.1870473,79.0759357,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10d9d8798ab:0x9d1e6d51a1aba43a!8m2!3d21.1870473!4d79.0759357!16s%2Fg%2F11fkvqygy7?hl=en",21.1870473,79.0759357,Yes,Yes,861,CASH
278,"Shree Ashtavinayak Sweets,and Namkeen",3.9,311,Middle Ring Rd,,Fast food restaurant,"https://www.google.com/maps/place/Shree+Ashtavinayak+Sweets,and+Namkeen/@21.1451085,79.1340491,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c76af5f1bf1d:0xab36c964c67a375a!8m2!3d21.1451085!4d79.1340491!16s%2Fg%2F11c6yb1bvd?hl=en",21.1451085,79.1340491,No,Yes,846,CASH AND UPI
279,Eelaichii,4.1,310,Ring Rd,+91 75586 66059,Restaurant,"https://www.google.com/maps/place/Eelaichii/@21.113444,79.0575056,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf09258fafa5:0x7dbd0a03ac7fdb78!8m2!3d21.113444!4d79.0575056!16s%2Fg%2F11h3l588f6?hl=en",21.113444,79.0575056,Yes,Yes,976,ALL
280,Bouffage Binge And Spirits,4.3,304,"1st floor, Shriram Tower, Sadar, Near LIC Square, beside NIT",+91 96896 99992,Family restaurant,"https://www.google.com/maps/place/Bouffage+Binge+And+Spirits/@21.1564643,79.0812321,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c197bc93ebf7:0x84d4f163534faf4e!8m2!3d21.1564643!4d79.0812321!16s%2Fg%2F11q85h44ph?hl=en",21.1564643,79.0812321,Yes,Yes,973,ALL
281,Majestic Masala,4.2,303,"37, Central Bazar Road",+91 712 665 3666,Indian restaurant,"https://www.google.com/maps/place/Majestic+Masala/@21.1338326,79.0729393,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c08fa0055555:0x9c9f086924a96971!8m2!3d21.1338326!4d79.0729393!16s%2Fg%2F11bz0bpcxg?hl=en",21.1338326,79.0729393,Yes,Yes,771,ALL
282,Habits Restaurant,4.1,303,"A.B.Hospitality, Plot no.194/195,Shri Ambe housing society, beside Poonam mall",+91 80552 52511,Restaurant,"https://www.google.com/maps/place/Habits+Restaurant/@21.1475004,79.1363003,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c729b2e92b31:0x44a5a9c224cc9112!8m2!3d21.1475004!4d79.1363003!16s%2Fg%2F11qq731gcq?hl=en",21.1475004,79.1363003,Yes,Yes,850,ALL
283,Mahek biryaniwala The family restaurant,4.2,302,"Block no 190/192/193 NMC complex opp Mangalwari masjid, Sadar",+91 98230 97796,Family restaurant,"https://www.google.com/maps/place/Mahek+biryaniwala+The+family+restaurant/@21.165627,79.082268,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0e19b6162d5:0x207a541a33fb3d50!8m2!3d21.165627!4d79.082268!16s%2Fg%2F11b5ylx8tp?hl=en",21.165627,79.082268,Yes,Yes,997,ALL
284,Bajrang Hotel,4.2,301,313,+91 76208 80000,Fast food restaurant,"https://www.google.com/maps/place/Bajrang+Hotel/@21.1797508,79.089943,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c12310f6b265:0xaff7eb471cf713be!8m2!3d21.1797508!4d79.089943!16s%2Fg%2F11bwptbfv9?hl=en",21.1797508,79.089943,Yes,Yes,993,ALL
285,Panchtara Bar Shop & Restaurant,3.8,300,"4443+687, SH260",,Bar,"https://www.google.com/maps/place/Panchtara+Bar+Shop+%26+Restaurant/@21.1055319,79.1032813,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf4eafe9ecc7:0x6438c576a55e243f!8m2!3d21.1055319!4d79.1032813!16s%2Fg%2F1q67g95hl?hl=en",21.1055319,79.1032813,No,Yes,507,CASH AND UPI
286,Burger King,4.8,295,"3rd Floor, Food Court, VR Mall, Medical Chowk",+91 91364 45197,Fast food restaurant,"https://www.google.com/maps/place/Burger+King/@21.1328391,79.0967158,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1f195e1910d:0x91e688f720cd2e1b!8m2!3d21.1328391!4d79.0967158!16s%2Fg%2F11tmsx63mm?hl=en",21.1328391,79.0967158,Yes,Yes,958,ALL
287,Java - The Coffee Club,3.8,292,"4th Floor, VIPL Building, IT Park Rd",+91 90490 04517,Cafe,"https://www.google.com/maps/place/Java+-+The+Coffee+Club/@21.1191311,79.0470736,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c14527486aa7:0xf153051037bc1f40!8m2!3d21.1191311!4d79.0470736!16s%2Fg%2F11t62_ywsw?hl=en",21.1191311,79.0470736,Yes,Yes,571,CASH AND UPI
288,Famous Bangali Babu Sandwich,3.9,291,,+91 95112 99646,Sandwich shop,"https://www.google.com/maps/place/Famous+Bangali+Babu+Sandwich/@21.1531702,79.1088751,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0ccbaf6af69:0xec1d7548e49811d4!8m2!3d21.1531702!4d79.1088751!16s%2Fg%2F11g02w3pfb?hl=en",21.1531702,79.1088751,No,Yes,508,CASH
289,The Brew Crew | Nagpur,4.4,290,"Ashirwad Tower, 53, Central Bazar Road, near Vodaphone Store",+91 80552 59909,Coffee shop,"https://www.google.com/maps/place/cafe/@21.1293672,79.0602964,17z/data=!3m1!4b1!4m2!3m1!1s0x3bd4c1aa8a439f71:0x89ed495e03a70f2a?hl=en",21.1293672,79.0602964,Yes,Yes,689,ALL
290,Pawan Samosawala,3.7,290,"WCL Road, near Bada Hanuman Mandir",+91 78753 37786,Indian restaurant,"https://www.google.com/maps/place/Pawan+Samosawala/@21.1584896,79.0497757,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c04ef2432c8f:0xe87076ab8d4dbdea!8m2!3d21.1584896!4d79.0497757!16s%2Fg%2F1hjh6tff8?hl=en",21.1584896,79.0497757,Yes,Yes,802,CASH
291,Shivaay Dahiya Momos & Chinese,4.3,289,"Mahesh Apartment, opposite Axis bank",,Momo restaurant,"https://www.google.com/maps/place/Shivaay+Dahiya+Momos+%26+Chinese/@21.1126707,79.0468519,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf1562a7fbd7:0xdb9d5f3351de838d!8m2!3d21.1126707!4d79.0468519!16s%2Fg%2F11qqswqxg_?hl=en",21.1126707,79.0468519,Yes,Yes,897,ALL
292,Toscana cafe and bistro,4.4,288,"Gurushankar Appartment, Amravati Rd",+91 712 355 5164,Restaurant,"https://www.google.com/maps/place/Toscana+cafe+and+bistro/@21.1470468,79.0580883,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4435238d1bd6f:0x7f1652450dc77c65!8m2!3d21.1470468!4d79.0580883!16s%2Fg%2F11qn4yrn5w?hl=en",21.1470468,79.0580883,Yes,Yes,986,ALL
293,Barapatre Saoji hotel,4.2,288,"Ambe NIvas, Sathe Marg, Behind Sule HIgh School",+91 90960 51035,Non vegetarian restaurant,"https://www.google.com/maps/place/Barapatre+Saoji+hotel/@21.1365799,79.0833456,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c096e5908a03:0x7f4c99ea5c049e87!8m2!3d21.1365799!4d79.0833456!16s%2Fg%2F1q69n6_mg?hl=en",21.1365799,79.0833456,Yes,Yes,862,ALL
294,Moti Mahal Delux,4.3,279,Cotton Market Square,+91 93560 62513,Restaurant,"https://www.google.com/maps/place/Moti+Mahal+Delux/@21.14518,79.0894224,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c16190f81d6f:0x5b121d8ed72a8d1d!8m2!3d21.14518!4d79.0894224!16s%2Fg%2F11j2z9_jtv?hl=en",21.14518,79.0894224,Yes,Yes,790,ALL
295,Rangla Punjab Restaurant,3.7,272,"Plot No.01, Nari Rd",+91 712 650 0146,Restaurant,"https://www.google.com/maps/place/Rangla+Punjab+Restaurant/@21.1814834,79.1089741,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c12d583a7019:0xb1879748b58001a4!8m2!3d21.1814834!4d79.1089741!16s%2Fg%2F1q66ynxnx?hl=en",21.1814834,79.1089741,No,Yes,777,CASH AND UPI
296,Goli Vada Pav,4.1,271,"52GX+R7R, Katol Rd",+91 90282 00303,Cafe,"https://www.google.com/maps/place/Goli+Vada+Pav/@21.1771001,79.0481557,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c19f16361a03:0x65c8746812f07df9!8m2!3d21.1771001!4d79.0481557!16s%2Fg%2F11gjhcpzbk?hl=en",21.1771001,79.0481557,Yes,Yes,924,ALL
297,7/12 FAMILY RESTAURANT,4.6,268,"Service Road, Chinchbhavan, Plot No. 5, Nivara Housing Society, Wardha Rd",,Restaurant,"https://www.google.com/maps/place/7%2F12+FAMILY+RESTAURANT/@21.0728047,79.0596803,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfe35783eb4b:0x1c615c8e5ec47013!8m2!3d21.0728047!4d79.0596803!16s%2Fg%2F11p00bqgfg?hl=en",21.0728047,79.0596803,Yes,Yes,775,ALL
298,Zaika Restaurant,3.9,268,"22, Kamptee Rd",+91 93701 33546,Restaurant,"https://www.google.com/maps/place/Zaika+Restaurant/@21.1835171,79.1157128,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c6ce0d225c11:0x953f052733feb17e!8m2!3d21.1835171!4d79.1157128!16s%2Fg%2F11c1tywnb2?hl=en",21.1835171,79.1157128,Yes,Yes,788,CASH AND UPI
299,Bala's Café,4.3,263,"Hanuman Mandir Road, Chhaoni Rd",+91 85300 27576,Cafe,"https://www.google.com/maps/place/Bala's+Caf%C3%A9/@21.1699717,79.0789146,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c11d058fcbf3:0xdb50ba92bc475a2c!8m2!3d21.1699717!4d79.0789146!16s%2Fg%2F11f1klr73h?hl=en",21.1699717,79.0789146,Yes,Yes,602,ALL
300,La Pasta Fresca Deli,4.3,262,"Plot 2, Bhagvaghar Layout, opposite Taori Marketing",+91 88062 55593,Restaurant,"https://www.google.com/maps/place/La+Pasta+Fresca+Deli/@21.1390163,79.0659767,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c19b3ccd1999:0xb8c8ef9bf6d0c956!8m2!3d21.1390163!4d79.0659767!16s%2Fg%2F11fl895n3p?hl=en",21.1390163,79.0659767,Yes,Yes,837,ALL
301,UNLTD PizzaZ,3.7,262,"Shop No 4, NIT Sankul Opp NIT Swimming Pool, Ambazari Rd",+91 70305 14444,Pizza restaurant,"https://www.google.com/maps/place/UNLTD+PizzaZ/@21.130915,79.0488799,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfb5f5de4645:0x2f33908f8a17800f!8m2!3d21.130915!4d79.0488799!16s%2Fg%2F11r1q2g7s0?hl=en",21.130915,79.0488799,Yes,Yes,665,CASH
302,The Tiger Saoji Family Restaurant,4.3,256,,,Family restaurant,"https://www.google.com/maps/place/The+Tiger+Saoji+Family+Restaurant/@21.1143773,79.0310858,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bfa5b5eb5509:0x3f9e948a8db9a056!8m2!3d21.1143773!4d79.0310858!16s%2Fg%2F11h0bxmpjj?hl=en",21.1143773,79.0310858,Yes,Yes,728,ALL
303,Theody,4.2,256,"Shop no. S/DA, Abhogi Appartment",,Cafe,"https://www.google.com/maps/place/Theody/@21.1410626,79.0627447,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1f79151597b:0xc7d88be42b2d3096!8m2!3d21.1410626!4d79.0627447!16s%2Fg%2F11j8x1jvc5?hl=en",21.1410626,79.0627447,Yes,Yes,991,ALL
304,Sonu Restaurant,3.3,253,"6329+34W, Godhani Road",+91 82754 07769,Restaurant,"https://www.google.com/maps/place/Sonu+Restaurant/@21.2002459,79.0678276,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c177059886d1:0x3a5bbbc899313b1f!8m2!3d21.2002459!4d79.0678276!16s%2Fg%2F1q66099_m?hl=en",21.2002459,79.0678276,No,Yes,940,CASH AND UPI
305,Jay Bhole Restaurant,3.9,252,"Plot No.1, Jaitala Rd",,Fast food restaurant,"https://www.google.com/maps/place/Jay+Bhole+Restaurant/@21.120017,79.0400802,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c00aec6bfddf:0x5a2a67a53468a36e!8m2!3d21.120017!4d79.0400802!16s%2Fg%2F1q69l5chg?hl=en",21.120017,79.0400802,Yes,Yes,956,CASH
306,New taj biryani centre,3.8,252,"54F6+Q75, Teka, Nai basti, Main road",+91 93729 83636,Biryani restaurant,"https://www.google.com/maps/place/New+taj+biryani+centre/@21.1743795,79.1107352,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c6d4c74edcfd:0x87204ce11d034ea4!8m2!3d21.1743795!4d79.1107352!16s%2Fg%2F11c30xwj8w?hl=en",21.1743795,79.1107352,Yes,Yes,594,CASH
307,"Anand Bhandar, Sitabuldi, Nagpur",3.6,250,"Plot no 5 & 6, Abhyankar Marg",+91 86696 29332,Bengali restaurant,"https://www.google.com/maps/place/Anand+Bhandar,+Sitabuldi,+Nagpur/@21.142818,79.0815043,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0949e22c1a3:0x4b164342b6aae101!8m2!3d21.142818!4d79.0815043!16s%2Fg%2F1q64w34c6?hl=en",21.142818,79.0815043,Yes,Yes,612,CASH
308,Shivraj The Thali Restaurant,4.3,245,"Central Ave, opposite Chandralok Building",,Vegetarian restaurant,"https://www.google.com/maps/place/Shivraj+The+Thali+Restaurant/@21.1529871,79.0942161,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1143c4e5a53:0xefe22c4cbe288275!8m2!3d21.1529871!4d79.0942161!16s%2Fg%2F11gh7vz11q?hl=en",21.1529871,79.0942161,Yes,Yes,697,ALL
309,Casa Unplugged,4.7,244,"11, Hingna Rd, near T Point",,Cafe,"https://www.google.com/maps/place/Casa+Unplugged/@21.122408,79.0337737,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1ea807819f3:0x584a9d7a7b7a404d!8m2!3d21.122408!4d79.0337737!16s%2Fg%2F11s0sb7yr9?hl=en",21.122408,79.0337737,Yes,Yes,575,ALL
310,Anandam Veg Multi Cuisine Restaurant,4,242,"1758, J/A, Amravati Rd, beside Ketan Hyundai Showroom",+91 99210 22222,Vegetarian restaurant,"https://www.google.com/maps/place/Anandam+Veg+Multi+Cuisine+Restaurant/@21.1521754,79.0228072,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10e23e88b6b:0x7b837cfeb2670c86!8m2!3d21.1521754!4d79.0228072!16s%2Fg%2F11qbfmws1m?hl=en",21.1521754,79.0228072,Yes,Yes,528,ALL
311,Tadka Restaurant & Caterers,3.7,242,"Plot no.7, Beside Traffic Park, Dharampeth",+91 84467 83875,Biryani restaurant,"https://www.google.com/maps/place/Tadka+Restaurant+%26+Caterers/@21.1396255,79.066158,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c08a43da2921:0x41064f7149d5d3c1!8m2!3d21.1396255!4d79.066158!16s%2Fg%2F11bbtnl2k5?hl=en",21.1396255,79.066158,No,Yes,626,CASH
312,KB's Bucket Biryani,4.9,240,,+91 98515 49851,Indian restaurant,"https://www.google.com/maps/place/KB's+Bucket+Biryani/@21.1839005,79.0564081,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1271f03bc3f:0xd13e3a760f0ec3b2!8m2!3d21.1839005!4d79.0564081!16s%2Fg%2F11rx3mbnp5?hl=en",21.1839005,79.0564081,Yes,Yes,545,ALL
313,Delhi Grill,4.5,239,"Chhaoni, 137, Chhaoni Rd",+91 98237 77849,Restaurant,"https://www.google.com/maps/place/Delhi+Grill/@21.1679762,79.0791137,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1299e0e67a3:0xec25bcc8aab20266!8m2!3d21.1679762!4d79.0791137!16s%2Fg%2F11nxv83hnx?hl=en",21.1679762,79.0791137,Yes,Yes,624,ALL
314,MURTY South Indian Restaurant,4.3,237,"Aman Valley Apartment, near Dinshaw Factory, Jafar Nagar Rd",,South Indian restaurant,"https://www.google.com/maps/place/MURTY+South+Indian+Restaurant/@21.179177,79.055638,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1091a8e614b:0xcbee93a4dd065b16!8m2!3d21.179177!4d79.055638!16s%2Fg%2F11gfgtlbht?hl=en",21.179177,79.055638,Yes,Yes,980,ALL
315,Oval Beans Coffee /Oval Pizza,4.3,236,Jaitala Road Shop No-6 Plot No-11 Shriprasad Apartment Mangalmurti Square,+91 95956 93331,Cafe,"https://www.google.com/maps/place/Oval+Beans+Coffee+%2FOval+Pizza/@21.1178586,79.0348812,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c009df8539bd:0x399ec6116f25f662!8m2!3d21.1178586!4d79.0348812!16s%2Fg%2F11hctgchd8?hl=en",21.1178586,79.0348812,Yes,Yes,941,ALL
316,Voka Bar,4.1,234,"192, Ring Rd",,Bar,"https://www.google.com/maps/place/Voka+Bar/@21.1885883,79.094602,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c139113dd57b:0xe787bbc6eb6a7ebe!8m2!3d21.1885883!4d79.094602!16s%2Fg%2F11ckvlkrqr?hl=en",21.1885883,79.094602,Yes,Yes,890,ALL
317,Afghan Darbar Restaurant & Takeaways,4,233,Old Yashodhara Police Station,,Restaurant,"https://www.google.com/maps/place/Afghan+Darbar+Restaurant+%26+Takeaways/@21.1826646,79.1240524,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7028d1a6a15:0x73591e3059f2ebd1!8m2!3d21.1826646!4d79.1240524!16s%2Fg%2F11s2rs2jbp?hl=en",21.1826646,79.1240524,Yes,Yes,880,ALL
318,JMV Food Zone,4.8,229,"Jmv Food Zone, Residency Rd, near Canara Bank",+91 99210 21075,Fast food restaurant,"https://www.google.com/maps/place/JMV+Food+Zone/@21.1609894,79.079679,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1804c691cbb:0xb232eb0b36b3aa82!8m2!3d21.1609894!4d79.079679!16s%2Fg%2F11gx_1g03k?hl=en",21.1609894,79.079679,Yes,Yes,854,ALL
319,Delhi darbar biryani,3.8,228,"6, Jafar Nagar Rd",+91 76209 65163,Biryani restaurant,"https://www.google.com/maps/place/Delhi+darbar+biryani/@21.1823923,79.0666749,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c109ae30466d:0x5f84b7a627407816!8m2!3d21.1823923!4d79.0666749!16s%2Fg%2F11c5_q6259?hl=en",21.1823923,79.0666749,No,Yes,918,CASH
320,Editors Choice Restaurant,4.6,225,"Tilak Patrakar Bhavan, Vyavasthapak mandal (Trust Panchshil sqaure",+91 93723 30702,Country food restaurant,"https://www.google.com/maps/place/Editors+Choice+Restaurant/@21.1388803,79.0800181,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c182a228d415:0x502c992629ad49c7!8m2!3d21.1388803!4d79.0800181!16s%2Fg%2F11q3yf7t3s?hl=en",21.1388803,79.0800181,Yes,Yes,955,ALL
321,Gangaur,3.7,221,"43R6+C7X, W High Ct Rd",,Restaurant,"https://www.google.com/maps/place/Gangaur/@21.1411111,79.060738,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c060e8bcd899:0x6405bf108678529d!8m2!3d21.1411111!4d79.060738!16s%2Fg%2F1hjgspn73?hl=en",21.1411111,79.060738,No,Yes,738,CASH
322,Cafe Fruita,4.1,220,"Rashtra Sant Tukdoji Complex, Opposite Indian oil Petrol pump, near Jankidevi Jaiswal School",+91 73599 50000,Cafe,"https://www.google.com/maps/place/Cafe+Fruita/@21.1279244,79.1195647,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7573ebb73cf:0x7ee27c211304db81!8m2!3d21.1279244!4d79.1195647!16s%2Fg%2F11g6yml2q8?hl=en",21.1279244,79.1195647,Yes,Yes,615,ALL
323,Indore Restaurant Shanti Nagar,3.8,220,"Itwari Railway station Road, Shanti Nagar",+91 712 277 5885,Indian restaurant,"https://www.google.com/maps/place/Indore+Restaurant+Shanti+Nagar/@21.1600945,79.1205997,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c72ff38cd177:0x6b04b0b0a2020ea7!8m2!3d21.1600945!4d79.1205997!16s%2Fg%2F11c67rrvry?hl=en",21.1600945,79.1205997,No,Yes,998,CASH AND UPI
324,FOOD LOGIN,4.5,219,Seminary Hills Rd,+91 99708 68928,Cafe,"https://www.google.com/maps/place/FOOD+LOGIN/@21.1645447,79.0443899,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c04ad952599d:0x84ae69c5eebd8a27!8m2!3d21.1645447!4d79.0443899!16s%2Fg%2F11ddxfmtdh?hl=en",21.1645447,79.0443899,Yes,Yes,624,ALL
325,R.B. Bar & Restaurants,3.8,219,"44HR+C98, Gulmohar, Ring Rd",,Bar,"https://www.google.com/maps/place/R.B.+Bar+%26+Restaurants/@21.1285459,79.1409393,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c76306321f2f:0x93c9130cf95f918b!8m2!3d21.1285459!4d79.1409393!16s%2Fg%2F1q6742g86?hl=en",21.1285459,79.1409393,No,Yes,968,CASH
326,Scam Fast Food,4.3,218,"Agasya Apartment, Plot no. 92-93, Ring Rd, near Greenland Bar",,Fast food restaurant,"https://www.google.com/maps/place/Scam+Fast+Food/@21.1051762,79.1060065,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf6608366e07:0x9a400cf95805132e!8m2!3d21.1051762!4d79.1060065!16s%2Fg%2F11qqgtwpcp?hl=en",21.1051762,79.1060065,Yes,Yes,593,ALL
327,222 Backyard,3.9,218,"225-A, W High Ct Rd, behind Max Showroom",+91 92844 78521,Cafe,"https://www.google.com/maps/place/222+Backyard/@21.1440757,79.0608554,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c18df714499f:0x273a10db3e1cfed5!8m2!3d21.1440757!4d79.0608554!16s%2Fg%2F11p106dbtn?hl=en",21.1440757,79.0608554,Yes,Yes,625,CASH AND UPI
328,R. Rajkumar Family Chinese Restaurant,4.1,215,"Ring Rd, near Police Station",+91 98344 96812,Chinese restaurant,"https://www.google.com/maps/place/R.+Rajkumar+Family+Chinese+Restaurant/@21.1894261,79.1002253,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1370dfcc5a5:0x7ca38f579de8ae24!8m2!3d21.1894261!4d79.1002253!16s%2Fg%2F1q66ynskr?hl=en",21.1894261,79.1002253,Yes,Yes,640,ALL
329,Ann Bhojan Mess,4,215,"Manish Nagar, Behind Ajit Bakery, Beside Sanjeevani Hospital Mahalaxmi Housing Society, Plot no. 1 & 2",+91 94228 11412,Restaurant,"https://www.google.com/maps/place/Ann+Bhojan+Mess/@21.091575,79.0767033,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf4a495c77d3:0x2e15fc98f88e74a6!8m2!3d21.091575!4d79.0767033!16s%2Fg%2F11g0vzqtmz?hl=en",21.091575,79.0767033,Yes,Yes,785,ALL
330,Aaswad family restaurant,4.1,214,,+91 88307 20481,Restaurant,"https://www.google.com/maps/place/Aaswad+family+restaurant/@21.1250435,79.1185421,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c779b681d037:0xa67d377bf1fc5318!8m2!3d21.1250435!4d79.1185421!16s%2Fg%2F11p3h570pp?hl=en",21.1250435,79.1185421,Yes,Yes,524,ALL
331,Arya restaurant,3.7,212,"Plot no 233 janki apartment, Nandanvan Main Rd, beside kirti hotel",+91 80873 73788,Restaurant,"https://www.google.com/maps/place/Arya+restaurant/@21.134272,79.1197268,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c750167345b3:0xbc8c3feedb4f6ac1!8m2!3d21.134272!4d79.1197268!16s%2Fg%2F1q66sy4j_?hl=en",21.134272,79.1197268,No,Yes,761,CASH
332,Food Beyond Fantasy,4.3,210,"plot no 1 wadi naka, near maruti suzuki showroom",+91 72483 99999,Fine dining restaurant,"https://www.google.com/maps/place/Food+Beyond+Fantasy/@21.1531278,79.0175782,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c190f0f4c3b7:0x776a0497172970c3!8m2!3d21.1531278!4d79.0175782!16s%2Fg%2F11ncb2xngl?hl=en",21.1531278,79.0175782,Yes,Yes,914,ALL
333,Jai Bhole Halba Saoji Bhojnalay,4.1,209,"427V+MFP, Ring Rd, Near NIT Garden",+91 97668 00134,Restaurant,"https://www.google.com/maps/place/Jai+Bhole+Halba+Saoji+Bhojnalay/@21.1142203,79.0437112,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf8b134c2377:0x462959768d32909d!8m2!3d21.1142203!4d79.0437112!16s%2Fg%2F1z4506wqt?hl=en",21.1142203,79.0437112,Yes,Yes,574,ALL
334,Mock Drills Restaurant,4.3,207,"Railway Crossing Rd, near manish Nagar",+91 78880 09077,Fine dining restaurant,"https://www.google.com/maps/place/Mock+Drills+Restaurant/@21.1023819,79.0731551,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bff98a52ab77:0x846e6819c43d0660!8m2!3d21.1023819!4d79.0731551!16s%2Fg%2F11fd74zxdy?hl=en",21.1023819,79.0731551,Yes,Yes,941,ALL
335,Oggy's Cafe,4,206,,+91 86684 22717,Sandwich shop,"https://www.google.com/maps/place/Oggy's+Cafe/@21.1321988,79.0621576,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c062d3d0a4c5:0x6c821855008783f0!8m2!3d21.1321988!4d79.0621576!16s%2Fg%2F11d_v6xch5?hl=en",21.1321988,79.0621576,Yes,Yes,704,ALL
336,Murliwala Cafe & Restaurant,4.3,205,"Shop No. 6, 232, Sharda Apartment, beside Jepis Bakery",,Cafe,"https://www.google.com/maps/place/Murliwala+Cafe+%26+Restaurant/@21.1339025,79.1197302,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c73a31c46983:0xa99aa3ec8181d9ed!8m2!3d21.1339025!4d79.1197302!16s%2Fg%2F11fpg7c8_f?hl=en",21.1339025,79.1197302,Yes,Yes,698,ALL
